text,label
#questionoftheday: Apa yang biasanya menyebabkan kamu susah tidur?,Ringan
"""Apa ayam dan apa telurnya? Apakah kinerja otak yang berbeda ini menyebabkan insomnia? [atau sebaliknya]"" Baca di",Ringan
"Kena flu, jadinya susah tidur.",Ringan
"Kebalikan dari Insomnia adalah Hypersomnia, keadaan dimana penderitanya diserang rasa kantuk walau sudah cukup tidur.",Tidak Ada
"Nih @zakia_jamal ""@WOWFakta: Insomnia adalah akumulasi dari kebiasaan tidur yang buruk yang kemudian berkembang menjadi pola perilaku.",Tidak Ada
#Cumannanya susah tidur kalau ga ada: a.musik b.guling c. ..?,Ringan
"Kalian susah tidur kalau malam? Yuk follow @ScoopBarID , ada solusinya.",Tidak Ada
"Kalian susah tidur kalau malam? Yuk follow @ScoopBarID , ada solusinya.",Tidak Ada
"Short-term insomnia, yaitu insomnia yang berlangsung satu hingga tiga minggu, disebabkan oleh permasalahan, depresi / stres. #Psikologi",Ringan
"+1 :/ ""@MahmoudMTM: Insomnia ...""",Tidak Ada
Gk bisa tidur insomnia tingkat dewe pengennya nonton To Night Show di NET.TV @ToNightShow_NET,Tidak Ada
"INI &gt;&gt; RT @mimia_20: tau min :p tp gw udh dapet tipsnya. Penyebab, Tips dan Cara mengatasi Insomnia/Susah Tidur",Ringan
Penyebab serta Tips dan Cara mengatasi Insomnia atau Susah Tidur - Klik #ev,Ringan
@ichadwiss segera di telpon aja ;) #insomnia,Tidak Ada
"Makasih :+ RT @meisya_uno: Saya insomnia dan ternyata Ada hikmah nya krna bisa nemenin kk"" selesain album;) ...",Ringan
"Olahraga. RT @malesbanget: Kegiatan orang susah tidur yang diawalin dari huruf ""O"" #ABC5dasar",Tidak Ada
"Kegiatan orang susah tidur yang diawalin dari huruf ""O"" #ABC5dasar",Ringan
Good ..thats cool. ; )“@missprankyprank: @johanasari tengah zikir sampai terlena. Susah nak tidur nowadays. Allah.. :/”,Tidak Ada
"Gudnite:)RT @dwichywt: Gak bisa tidur kepoin TL nya @jenita_janet asik juga, cantik bingitt :D",Tidak Ada
"Kalo hujan jadi susah tidur bukan berarti lagi mikirin kamu. Perlu kamu, mungkin.",Ringan
Gak bisa tidur. Kepikiran besok penayangan perdana #Comic8 neh...,Ringan
Karena susah tidur Dimas meminum ______ supaya cepat mengantuk,Ringan
Saking capeknya sampe gak bisa tidur. Ini betul-betul keadaan yang gak nyaman.,Ringan
22.05 #PadamBPN min bilangin dong mati lampu daerah siaga smpe kpn ni? Gak bisa tidur tolong dinyalakan ya | @lindajenarw cc @Kaltim123,Tidak Ada
"Menurut kamu, menghitung domba sebelum tidur itu bener-bener bisa bikin ngantuk gak? :D",Tidak Ada
"Katanya, jika mengalami masalah susah tidur, kita disaranin untuk ""menghitung domba"". :D",Ringan
70 persen perokok mengalami pengurangan pendengaran dan 4 kali lebih mungkin mengalami susah tidur. #Psikologi,Ringan
Inilah Empat Faktor Penyebab Insomnia,Ringan
"Medan di goyang RT“@soniadhila: Jhaha=)) hai cowo,sapa fans mu dri medan ini donggg""@rizky_febian: Insomnia!""”",Tidak Ada
"Kadieu atuh RT“@rifaldifachriii: Ki a ipal libur seminggu, a ipal ke bekasi atuh RT""@rizky_febian: Insomnia!""”",Tidak Ada
Mending susah tidur daripada susah move on.,Ringan
"Walah“@AnthyNRG: Kalau aku amnesia!""@rizky_febian: Insomnia!""”",Ringan
"HihiRT“@LarazatiCP: Sama kak""@rizky_febian: Insomnia!""”",Tidak Ada
Inilah Empat Faktor Penyebab Insomnia,Ringan
Makin Malam: 1. Makin Galau 2. Makin Insomnia 3. Makin Laper 4. Makin Gelisah 5. Makin Seger 6. Makin _______ #IsiSendiriKaloBeda,Tidak Ada
"Insomnia, biasane sih ke eling seng mbien seng indah-indah. :( #yowessory!",Ringan
"Kaya nya harus ganti mata. mulai gak asyik nih, susah di ajak tidur cepetnya",Tidak Ada
"Biasanya kalau susah tidur, hal apa yg kamu lakukan nih? :p #AskNutriMates",Ringan
Apa saja hal yg dilakukan saat susah tidur versi VListeners.. dengerin di #LadiesTalk bersama @IngeLestari yaa..,Tidak Ada
"Simak #LadiesTalk yuuk, kita kepoin apa aja yang VListeners lakukan kalau lagi susah tidur..",Ringan
"Aku insomnia karena kelaperan, bukan gara-gara mikirin kamu.",Ringan
"4 alasan yg belum tdr 1.Insomnia , 2.Jomblo , 3.Kesepian 4.Galau.",Tidak Ada
"Maaf ya walaupun cantik tp terkadang permintaan kamu hrs mimin tolak ""@fannyganesha: mimin @TheComment_NET blm tidur? Yuk insomnia brng2 :D""",Tidak Ada
"Jam rawan lapar,rawan mikirin orang sama jam kebangun susah tidur lagi",Ringan
9 Cara Biar Kamu Gak Insomnia Lagi,Tidak Ada
#np Stereomantic - Insomnia #Jogjakarya,Ringan
@BatuLRahnavard alhirnya bisa istirahat sesuka hati setelah maulid.. gila empat hari gak tidur men,Tidak Ada
Ciri ciri orang yg insomnia adalah _____,Tidak Ada
"Yoelah bro, sok2 bilang insomnia, diajak ngobrol langsung ilang...",Ringan
Kalau merem nanti nulisnya susah RT @hanymuun yah knp blm merem?,Tidak Ada
"Yakin gak bisa tidur kalo gak diucapin ""goodnight""? Halah, paling berapa menit lagi juga ngorok.",Ringan
"kalau aku sih Amnesia, sudah lupa mana siang mana malam :) RT @MaulindaOey yah tau gak apa sebabnya orang susah tidur malem?",Ringan
"Udah gede gak bisa tidur kalo belom di-""goodnight""-in, waktu kecil tidur mah tidur aja deh. Kenapa makin gede makin lemah?",Ringan
Insomnia temporal biasa disebabkan oleh hal yang menggangu pikiran atau perasaan kita sehingga otak tdk dpt beristirahat. #Psikologi,Ringan
Tip Sehat: Mandi Air Hangat Meredakan Stres dan Mengatasi Insomnia,Tidak Ada
"Gak enak banget klo nahan kangen. Mau belajar iIGAk bisa konsentrasi, Mau tidur iIGAk bisa merem. Mau makan IGAk bisa ditelen #PlesetanIGA",Tidak Ada
Ga bisa tidur krn insomnia itu beda sama ga mau tidur krn galau #eaaa,Sedang
@viannkurniaa cahaya biru di smartphone membuat susah tidur. Baca selengkapnya ya : ^HRS,Tidak Ada
Bangun tidur aja susah gimana mau bangun kepercayaan.,Tidak Ada
Susah mau merem :(,Tidak Ada
"Kamu yang penakut jangan buka ini, nanti gak bisa tidur loh: ""Kompilasi Foto Penampakan Hantu""",Ringan
5 Makanan ini bisa cegah kamu insomnia!,Ringan
"Gak enak banget klo nahan kangen. Mau belajar gak bisa konsentrasi, Mau tidur gak bisa merem. Mau makan iga bisa ditelen #PlesetanIGA",Tidak Ada
Penyebab serta Tips dan Cara mengatasi Insomnia atau Susah Tidur - Klik #ev,Ringan
"Iye ""@adebareto: Melek RT @abdelachrian: Kalo malem gak tidur disebut begadang, kalo jam segini gak bisa tidur disebut apaan ye”",Tidak Ada
"Kalo malem gak tidur disebut begadang, kalo jam segini gak bisa tidur disebut apaan ye",Ringan
9 Cara Biar Kamu Gak Insomnia Lagi,Tidak Ada
Knapa susah bgt nginget mimpi gw pas lg tidur yah....,Tidak Ada
Sering insomnia? yuk konsomsi 5 makanan ini !,Ringan
"Ini bukan insomnia, tapi jam tidurnya aja yang kebalik, jangan kaku lah..",Ringan
"Audisi""@akun_KEPO: karena susah tidur Joko malam ini ingin ikut ______ di pos ronda.""",Tidak Ada
karena susah tidur Joko malam ini ingin ikut ______ di pos ronda.,Ringan
"Bangun di tengah malem itu ngga enak, bikin pusing dan bikin susah tidur lagi, kadang.",Ringan
Insomnia (=|,Ringan
Punya tips mengatasi susah tidur? Kasihtahu ke @BaraSupercook @harsyasubandrio telp langsung ke 021-72800858/72800886 #SoreSoreSeru,Tidak Ada
Susah tidur. Susah juga bangun. Begitu.,Ringan
"karena masih susah tidur, Joko mencoba minum ______ 2 gelas.",Ringan
Dirumah seharian itu emang sangat menyenangkan~ Tadi abis tidur siang skrg jdi susah tidur Tapi selamat tidur yah buat yg udh mau tidur ;),Ringan
Insomnia sejatine penyakit ora iso__________. #karepmu [@MITHAkomang],Tidak Ada
"Kemain susah lagi nak explain tidur meniarap dalam english. ""Sleeping on your stomach"".",Tidak Ada
#Cumannanya sering kena insomnia?,Ringan
70 persen perokok mengalami pengurangan pendengaran dan 4 kali lebih mungkin mengalami susah tidur. #Psikologi,Ringan
Ada juga sesi #Hypnotherapy yang akan menjelaskan cara mengatasi #Trauma #Phobia #Insomnia #Kecemasan dan banyak gangguan lainnya.,Ringan
Insomnia itu akan lebih berarti jika sambil___?,Ringan
"justru itu mimin tdurnya ntar pagi #ojoDiTiru RT @SarwonoAkir: Inget Tidur malem-malem ndaa baik min""@Jogja24Jam: Waktu Insomnia bgian Jogja",Tidak Ada
Waktu Insomnia bagian Jogja,Ringan
Insomnia melulu :(,Ringan
"Ada yang susah tidur, susah move on, yang susah lulus juga ada. Indahnya perbedaan.",Ringan
@ReniRisty gppa susah tidur drpd susah move on hahahaha *kaburrrr*,Tidak Ada
:3 &gt;&gt; @faizadaika @swaragamafm kangen masa 2 tahun lalu nungguin #insomnia nya @aryachand dan baru bisa tidur setelahnya :3,Tidak Ada
Insomnia biasa dikaitkan bagi orang yang memiliki IQ tinggi. Orang-orang cerdas lebih sulit untuk 'mematikan' otak mereka.,Ringan
SBY Curhat: Istri Saya Susah Tidur Karena Banyak SMS dari Masyarakat - @portalkbr,Tidak Ada
SBY Curhat: Istri Saya Susah Tidur Karena Banyak SMS dari Masyarakat,Tidak Ada
Obat batuk memang solusi susah tidur.,Ringan
@ENews_NET lagi ngebahas INSOMNIA sama Temmy Rahadi dan Aubry Beer. Banyak info nih. Keren!,Tidak Ada
Makanan dan minuman apa yang harus dihindari agar tidak mengalami insomnia? ini dia infonya..,Ringan
"Untuk mengobati insomnia, tidak harus dengan obat. Ada banyak cara, seperti mengatur kebiasaan pola tidur, pola makan, dan jenis makanannya",Ringan
Hatta susah tidur gara-gara cuaca ganggu distribusi bahan pokok #Riil,Ringan
Insomnia memang mengganggu. Mari kita dengar penjelasan tentang insomnia dari pakarnya. Check this out!,Ringan
Anda mengalami insomnia? Berikut riset singkat mengenai insomnia yang penting untuk Anda ketahui..,Ringan
Insomnia juga dialami oleh beberapa selebritis kita. Siapa saja? Ini dia...,Ringan
"Selanjutnya, akan ada berbagai info seputar insomnia. Apa itu dan bagaimana mengatasinya? After the break..",Ringan
Ada yg dipikirin? RT @taytayi: Susah. Kebangun melulu. RT @faridajaasli: Tidur ay RT @taytayi: Ngga dikasih ...,Tidak Ada
kayanya hampir gakada org insomnia RT @iwetzramadhan: i kira u insomnia kang RT @midiahn belom tidur bukan berarti insomnia kok RT,Tidak Ada
belom tidur bukan berarti insomnia kok RT @iwetzramadhan: u emang insomnia @midiahn i liat u update teuss bang,Tidak Ada
Tuhan sayang kok sama makhluknya yang sering dilanda susah tidur.,Ringan
Pantes doi meninggal lebih dulu drpd gue. Ogah. RT @masisibal: Einsten aja pernah tidur cuma 7 jam dalam setaun. Lo bisa gak bang?,Tidak Ada
Entah ada angin apa Teh Vitalia Sesha nyamber twit gue :/ bikin susah tidur aja.,Ringan
mawat dacok pedom = gak bisa tidur,Ringan
"Bagi kita, kata-kata telah lama menanggung insomnia, di kepala orang-orang yang tak lagi mengenal dirinya.",Ringan
#cumannanya susah tidur kalau: a.ga main hp dulu b.ga ada guling c. ..?,Ringan
"Insomnia lebih merupakan pola tidur, jadi penanganannya juga harus dengan cara mengubah pola itu secara perlahan, mengubah kebiasaan buruk.",Ringan
Ada sebuah penelitian yang mengkomfirmasi bahwa Twitter adalah penyebab insomnia yang paling umum terjadi pada kita. #Psikologi,Tidak Ada
Percaya gak dengan hypnoteraphy yg bisa menghilangkan insomnia? Share yaa @farhandeltafm @Asri_Welas #InTheMorning (021-72800858/886),Tidak Ada
"Sejak insomnia jadi tren, banyak generasi muda yang ________. #Lengkapi",Ringan
"semisal aku sekamar ama chand kelvin, pasti aku terserang anemia, itu loh penyakit susah tidur gegara ngeliat chand kelvin",Ringan
#cumannanya susah tidur kalau nggak ada guling?,Ringan
SIS mengalami insomnia atau susah tidur? Cobalah konsumsi buah cherry. Buah ini banyak mengandung zat melatonin untuk meringankan insomnia.,Ringan
Insomnia meningkatkan risiko seseorang mengalami gangguan kecemasan sebanyak 17 kali lipat. #Psikologi,Ringan
Karena sesungguhnya bangun pagi di hari libur itu lebih susah dari pada harus libur mikirin mantan. *tarik selimut* *lanjut tidur*,Tidak Ada
"Cuaca kayak gini, gue gampang banget kena pilek. Lalu hidung akan tersumbat, dan akibatnya, susah tidur.",Ringan
"Banjir, gak bisa tidur Mobil masih di dalam rumah Semoga gak ujan lagi dan cepat surut Amin",Ringan
Tidak mungkin memang. Malam inipun dia susah tidur RT @AnandyaLina: @PartaiSocmed Emang Si Nuh berani debat terbuka? kagak mungkin tum.,Tidak Ada
"insomnia, bahasa keren ""lupa ingatan"" @kotakband_ |",Tidak Ada
Ah itu sih cuman buat cewek geek ~ RT @justDiel: Gak berkelas. Cewek yg berkelas insomnia krn nugas,Tidak Ada
aku bukan insomnia punn.. tdi da tido.. terbangun lak.. aku rindu dia tbh...,Ringan
insomnia tahap gaban...,Ringan
"Iya, gapapa. “@nandaekautari: Ujannyaaa lohh , bikin gak bisa tidur ..”",Tidak Ada
"Parah. RT @yusrakharnnsa: Gak bisa tidur :| Baca blog-nya kevinchoc aja daritadi, padahal ntar pagi mau bimbel di sekolah",Tidak Ada
"Mana hujan, dingin, bete, susah tidur, lafer, fleng-flengan, ferut melilit, omegat o_O",Ringan
Ngantuk. Tapi gak bisa tidur. Tapi ngantuk. Tapi gak bisa tidur. Tapi gak bisa tidur. Tapi ngantuk. Tapi gak bisa tidur.,Ringan
Selamat istirahat PesbukersLovers smoga gak ada yg kebanjiran yah bisa tidur nyenyak semua.. Byee,Tidak Ada
"Karena gak ada yg "" goodnight"" in""@WOWFakta: Rata-rata penyebab insomnia adalah kesendirian.""",Tidak Ada
kaciyaan RT @WOWFakta: Rata-rata penyebab insomnia adalah kesendirian.,Tidak Ada
Kurang darah itu Anemia. Kurang sare? Insomnia. Kurang inget? Amnesia. Ai kurang kasih sayang? Kumahasia. :(((,Ringan
"Insomnia itu biasanya dibentuk dari pola tidur yang kurang sehat, kebiasaan, pola makan dan istirahat yang kurang baik. #PID",Ringan
nggakok RT @yudh666: Ots susah banget ya Candy Crush Dreamworld RT @midiahn: bangun tidur lateralus mandi,Tidak Ada
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia",Ringan
"Short-term Insomnia yaitu insomnia yang berlangsung satu hingga tiga minggu, disebabkan oleh permasalahan, depresi atau stres. #Psikologi",Ringan
"Kalau aku blm tidur, itu krn amnesia, sdh lupa mana malam mana siang :) RT @daraarumbening ayaaah kenapa aku insomnia terus?:/",Sedang
"@anjasia_mario Ubah polanya, atur jam tidur yang efektif, media sosial juga dibatasi, biasanya insomnia itu lbh kepada kebiasaan tidur",Tidak Ada
"Kebanyakan insomnia lebih di sebabkan oleh pola dan kebiasaan yang salah, mengubahnya ya harus dengan mengubah pola itu sendiri.",Ringan
"yg diperiksa pasti susah tidur lelap RT @liputan6dotcom Berjam2 Periksa Dokumen Sutan,Penyidik KPK TidurPulas di DPR",Tidak Ada
"Sutan Bhatoegana jangan begadang, nanti sakit lho. Gak bisa tidur ya? Gak usah minum pil penenang ya *saran*",Ringan
"@arindaa_ masih ada banyak fotonya sih, tapi kasihan banyak yang gak bisa tidur nanti .. #KamisHoror",Tidak Ada
Lebih baik insomnia daripada _________. #lengkapi,Ringan
#Cumannanya pernah susah tidur karena masih takut abis nonton film horror?:)),Tidak Ada
gak bisa tidur? ke atau | kali aja ada yang kamu temukan untuk modal tidur. :),Ringan
Kesalahan Ini Bikin Anak Susah Tidur Kalau Tak Ditemani,Tidak Ada
"TIdur sambil membawa HP kamu ke kasur, bisa bikin kamu susah tidur loh #EBSZona35",Ringan
Anak menolak untuk tidur? Ia mungkin mengalami limit setting insomnia. Simak kiat mengatasinya di,Ringan
gak bisa tidur karena galau adalah alasan yang paling ngenes dan menyedihkan,Tidak Ada
"Short-term Insomnia yaitu insomnia yang berlangsung satu hingga tiga minggu, disebabkan oleh permasalahan, depresi atau stres. #Psikologi",Ringan
Beban pikiran dan stres adalah penyebab paling umum terjadinya insomnia. #Psikologi,Tidak Ada
Asyik terjaga je smlm. Mengantuk tp skjp skjp terjaga. Susah sgt tidur :(,Tidak Ada
"@tikeprie dan @RockNal masih nungguin nih tips dari kamu supaya Tike bisa ngilangin insomnia-nya,km bs jg SMS ke 0811898101 #SarapanSeru",Tidak Ada
"Kemalasan, Menguap dan Insomnia, adalah kegiatan yang dapat menular. #Psikologi",Ringan
"@tikeprie lg insomnia nih,kasih tips yuk ke #ROTI gmn caranya supaya Tike bisa cepet tidur malem. Km bisa SMS ke 0811898101 #SarapanSeru",Tidak Ada
"@JaclynHalim masih, masih, masih gak bisa tidur.",Tidak Ada
Sakit gigi buatku susah tidur,Ringan
Gak bisa tidur dan besok harus bangun pagi #jogetinduluah 💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃,Ringan
"gak usah makasih gitu, biasa aja. RT @dindinpohan: gak bisa tidur hari ini di sponsori oleh ~&gt; @mahasiswamlg -______-",Tidak Ada
Korban insomnia :) RT @chrisponatio: @PartaiSocmed tum berfilsafat tengah malam gini ya hahaha,Tidak Ada
Siap.“@christinaiden: Ngeronda gih. RT @AndovidaLopez: GAK. BISA. TIDUR!”,Tidak Ada
GAK. BISA. TIDUR!,Tidak Ada
"Tak Melulu TV, Gadget atau Kopi, 9 Hal Ini Juga Bisa Bikin Insomnia",Tidak Ada
"Ada yang suka insomnia atau susah tidur? Coba deh buah Markisa, kasiatnya dipercaya dapat membuat tidur nyeyak dan mimpi indah. #NutriTips",Ringan
Insomnia meningkatkan risiko seseorang mengalami depresi sebanyak 10 kali lipat.#kitaperlutahu,Ringan
"*peluk dari samping ""@riovilalba: Jam segini belum bisa tidur juga gara2 dingin insomnia gue kelawatan banget dah!☹☹ Ya Allah""",Tidak Ada
Kalo “padahal udah ngantuk tapi kenapa gak bisa tidur ya?” bahasa jawanya apa yah?,Ringan
Hal-hal yang bikin susah tidur: 1) Laper 2) Kangen 3) Kangen banget,Ringan
"Yamene durung turu padahal sesuk sekolah sok2an insomnia, ben ketok gaul ngono ta? Insomnia iku penyakit gak nggarai gaul",Ringan
"Semua orang pengen tidur, tapi kadang susah.",Tidak Ada
Insomnia malam ini dipersembahkan oleh writer's block. Memandangi Microsoft Word yang putih bersih selama berjam-jam.,Ringan
#TipSihat Tingkatkan kandungan melatonin dalam badan bagi menangani masalah insomnia dengan memakan buah-buahan seperti beri biru.,Ringan
@amelisco kau tahu tak aku kejut kau punya susah . masa aku bagi mcd tu . kau cakap letak tepi . pastu tidur balik,Tidak Ada
Yoga Atasi Insomnia Perempuan Menopause,Ringan
Yoga Atasi Insomnia Perempuan Menopause,Ringan
80 persen orang buta rata-rata adalah penderita insomnia. #Psikologi,Tidak Ada
"Badan mau diajak tidur aja susah, apalagi diajak lari marathon.",Tidak Ada
Insomnia ialah penyakit tidak bisa__________. #syurvey [@desiloyuda],Tidak Ada
insomnia gang,Ringan
Kesalahan Ini Bikin Anak Susah Tidur Kalau Tak Ditemani,Tidak Ada
Apakah Anda Insomnia? Ini Beberapa Cara mengatasinya,Ringan
Balita Susah Tidur dan Rewel? Bisa Jadi Itu Tanda Infeksi Telinga (TribunPekanbaru),Ringan
Adik Bayi Susah Tidur? 3 Langkah Praktis Ini Bisa Menenangkannya,Ringan
Adik Bayi Susah Tidur? 3 Langkah Praktis Ini Bisa Menenangkannya via @detikhealth,Tidak Ada
"Dysphoria adalah kondisi psikis yang kacau, yang disebabkan karena overthinking, depresi dan insomnia. #Psikologi",Tidak Ada
kalo lagi insomnia suka nonton film apa? via ( @rockmanticID ),Tidak Ada
kalo insomnia kalian biasanya ngapain sih? via ( @rockmanticID ),Tidak Ada
suka insomnia gak sih kamu? ( via @senangbercanda ),Tidak Ada
"karena susah tidur, Dika menutup matanya dengan _____",Ringan
"mau dingin kek, kalo tidur gak pake kipas gak bakalan bisa tidur :|",Tidak Ada
"Hujan terus, seharian mager. Sekarang gak bisa tidur. Duh. *itungdomba*",Sedang
"Gak kerasa udh senin lagi ya, tp kalo kamu masih belum bisa tidur pagi ini @Fianarditya temenin di #Ins0000mnia :) |",Tidak Ada
#cumannanya susah tidur kalau: a.ga ada guling b.ga denger musik c. ..?,Ringan
Menyimak dengan seksama TL @G_paseksuardika dan sekarang gak bisa tidur gara2 penasaran..,Tidak Ada
#LM Insomnia - @raksasaband bentar lagi kite ngobrol bareng nyokkk... #ngerock,Tidak Ada
Susah Tidur,Ringan
#EboniNanya YesOrNo kamu insomnia?,Ringan
Insomnia meningkatkan risiko seseorang mengalami gangguan kecemasan sebanyak 17 kali lipat. #Psikologi,Ringan
Wanita Paruh Baya Lebih Sering Susah Tidur Ketimbang Pria,Ringan
Kamu itu kayak selimut yang enak dipakai saat tidur TAPI susah buat dilepas dari diri ini,Tidak Ada
Jason Puncheon pasti gak bisa tidur nih abis pertandingan lawan Spurs ini,Ringan
- Ribery: Ballon d'Or tak Buat Saya Susah Tidur,Ringan
setiap malam Dini sekarang susah tidur karena rindu pada _____nya,Tidak Ada
"Bru balik ada acara beroohh RT @botiez_juan87: @pradanadieva Insomnia bro, hehehe",Tidak Ada
"""SINEMA DINI HARI"" mlm ini ada ""THE PEACEMAKER"" loh. Insomnia hari ini bakal kerasa beda klo ngejalanin nya sambil nonton ini. :)",Ringan
INSOMNIA Lagi ... == &gt; MENYEBALKAN.,Ringan
"Shit anemia, gak bisa tidur. #BeEdgar",Ringan
OZzers yang insomnia! Mari seru-seruan di #JUSTHITSREQUEST bareng @dayadwim sampai jam 4. Request sms ke 08111908908 atau telpon 7194567 :),Tidak Ada
"Dih, elo ego yang jamet""@nisha_vietha: Ahmad syarif bilal alfikri*""@fikri_frust: Siapajametnya?""@nisha_vietha: Gapapa deh insomnia, asal",Tidak Ada
#kepobpp biasanya susah tidur karena apa ?,Ringan
70 persen perokok mengalami pengurangan pendengaran dan 4 kali lebih mungkin mengalami susah tidur. #Psikologi,Ringan
"Insomnia bisa menggangu produktivitas kerja, berhati-hatilah, segera mulai kebiasaan dan pola tidur yg lbh baik ya :)",Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
Ketika mata terus terusan di paksa untuk melek akhrnya ketika ada wktu susah utk d suruh merem!,Tidak Ada
"Nyil kenapa lo blm tidur? Insom? | sorry gue ga pernah Insomnia, tp Handsomenia | =,,=",Ringan
"Gara-gara Minum Obat Insomnia, Pria Ini Overdosis via @detikhealth",Tidak Ada
"Gara-gara Minum Obat Insomnia, Pria Ini Overdosis",Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
#EboniNanya YesOrNo kamu insomnia?,Ringan
"Efek minum kopi,jadinya susah tidur",Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
"Lha. Gue harus gmna wil ? ""@wilfawaluddin: Tanggung jawab gw jadi susah tidur!!! @Rigensih""",Ringan
"Tidak tidur dg yakin bhw sbenarnya aku amnesia, lupa mana siang mana mlm RT @pertywicubby apa ayah prnh insomnia? Lalu apa yg ayah lakukan ?",Ringan
"Latihan lagi RT @yayaaMufti yah, aku gak bisa tidur.. Aku harus gimana ? :(",Ringan
"Galau gak bisa tidur, jaga bayi rewel -_-",Sedang
"Insomnia? Yuk gabung aja ke aplikasi yang satu ini, pasti bakalan lebih seru #infotekno",Ringan
Malam ini @anasurbaningrum dipastikan gak akan bisa tidur... perasaan di Hunting itu benar2 menyiksa.. doi gak ikutin tips2 gue sih,Tidak Ada
"iya susah niupnya kebanyakan tuhRT @swagbuwm: Duh banyak balonnya:"")) ""lolcrowndony: Selamat tidur :)❤ @swagbuwm",Tidak Ada
Gak bisa tidur. Ya ampunnn,Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
"Argghhhh kenapa susah tidur ya, ni belum tidur sama sekali dan harus berangkat ke bogor..",Ringan
Pop kinetik RT @HusseinRaafi: Rumah sakit itu enak2 lagunya “@safitryanindya: Rumah sakit itu bikin susah tidur...”,Tidak Ada
"Ada apa dg bantal ?? ""@pinziINK: Masih kefikiran bantal min. Gak bisa tidur :l",Tidak Ada
"Insomnia? Yuk gabung aja ke aplikasi yang satu ini, pasti bakalan lebih seru #infotekno",Ringan
5 hal ini bakal bikin kamu insomnia tanpa galau..,Tidak Ada
"@retno_duira smalam kmu susah tidur? Eeaaaa RT @WOWFakta: Mitosnya, susah tertidur di malam hari berarti Anda terjaga dalam mimpi seseorang.",Tidak Ada
5 Kebiasaan Kamu ini yang Bikin Insomnia,Tidak Ada
Anda gak bisa TIDUR kalau............. Sammy &amp; Tasia di #BestMix SMS 081 511 103 103 - Indovision Channel 508,Ringan
"ada orang yg susah tidur, ada yg susah bangun, kalau aku malah susah ngelupain kamu (˘̩̩^˘̩ƪ)",Ringan
Susah betul nak tidur haih,Tidak Ada
"Yg masih susah tidur, boleh lho salto-salto ke TL mumpung sepiii gini",Ringan
"Kalo pura-pura tidur itu bisa, menurutmu iseng-isengan tidur bisa gak? #SoalUAS",Tidak Ada
"Yang masih lembur, insomnia, kerjain tugas...yuk dengerin #SiaranTengahMalam bersama @indraimel &amp; @RENer_G",Tidak Ada
"Susah yaa tidur kalau charge handphone masih banyak, pfft.. #PantangTidurSebelumHapeLowbat",Tidak Ada
"Insomnia? Yuk gabung aja ke aplikasi yang satu ini, pasti bakalan lebih seru #infotekno",Ringan
"Insomnia, tak nafsu makan, sakit kepala? Mungkin kamu depresi, atasi dengan cara ini &gt;",Ringan
🙊🙊RT @RealTania19: @adit_insomnia dit tiap hari insomnia yah? Cepet dah diobatin gih biar penyakit gak bisa tidurnya ilang *garing*,Tidak Ada
#TeamNoSleep RT @teamsthandwa: @Sthandwa_Nzuza looks like I also gott insomnia Ơ̴̴͡.̮Ơ̴̴̴͡,Tidak Ada
"Ngakunya insomnia, baca buku multivariate bentar malah ketiduran. #dilema",Ringan
"Ini sih Bukan Insomnia -_- Tapi emang udah Kebiasaan tidur Pagi -,-",Ringan
"Gak Bisa Tidur -_- Terpaksa Bolos Lagi , hadehh",Ringan
Enjih kulo oraiso turu. “@MillathinaPU: möchte dich so sehr treffen☹ RT @LongDistance_R: Kebangun dan… Susah tidur lagi.”,Tidak Ada
Kebangun dan… Susah tidur lagi.,Ringan
susah tidur mele ;;,Ringan
"Kebiasaan begadang pas liburan, jadi susah tidur lebih pagi. :( #ketik2",Ringan
"Insomnia? Yuk gabung aja ke aplikasi yang satu ini, pasti bakalan lebih seru #infotekno",Ringan
"Idap Insomnia, Masayu Anastasia Terlihat Letih",Ringan
"Udah ke dokter? RT @jan_ashari: anak sy usia 20bln lagi kena campak+batuk+sariawan, susah tidur sdh 2hr, nangis trs.",Tidak Ada
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
"insomnia apabila tidak segera diterapi, akan berakibat pd resiko kesehatan lainnya seperti penyakit paru dan kegemukan.",Ringan
"Problem remaja tuh kebanyakan susah tidur, kalo udah tidur susah bangun. Males dan mau enaknya aja. Semoga kalian tidak dan met sekolah ya!",Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
Insomnia itu penyakit gabisa____ #isiBebas (via @akmal_sukancil),Tidak Ada
